"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"10418","2018hyz","","151.71141","1.69288","TDE","0.04573","69439","2019-01-13 00:00:00.00","2458496.5","","ESO-NTT","EFOSC2-NTT","Unknown","","","Y","","","AT2018hyz_2458496.5_ESO-NTT_EFOSC2-NTT_None_0.txt","","Object","","MW","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3338.5244","7455.87608","4.0725535905045","Charalampopoulos et al. 2022","2022A&amp;A...659A..34C","Host-subtracted","Dr Panos Charalampopoulos","2023-03-20 17:53:12"
